trial_id,frame,gesture,timestamp_s,palm_roll,palm_pitch,palm_yaw,thumb_mcp,thumb_pip,thumb_dip,index_mcp,index_pip,index_dip,middle_mcp,middle_pip,middle_dip,ring_mcp,ring_pip,ring_dip,little_mcp,little_pip,little_dip
0,10,OPEN,0.16666666666666666,-0.03964271807557601,0.029962077660335634,0.010480454389435019,713.8189198197792,740.4298894262124,722.8469035155292,783.8125188493642,737.1715315397627,724.2389914269462,704.3157054708582,767.6734584241223,750.8050882447997,734.6512866183431,732.9149430384454,761.8647097261639,768.325087099043,753.2567433355523,750.4893643936427
0,11,OPEN,0.18333333333333332,-0.03954831115609982,0.029977630906264246,0.010338141415612187,718.058362753031,740.5931105059539,711.7327977477296,777.8905254795029,725.189717107792,736.4814656678643,717.4662448570807,787.7944383493475,713.7940879121769,716.927445391209,726.2778324683427,753.5084523332874,744.9291205073336,760.9859657489791,768.5956600067611
0,12,OPEN,0.2,-0.03944291884893075,0.02998910390982257,0.010195110519456816,698.361167628745,744.845476660494,706.9423220815945,776.2482235211285,731.8415498728488,727.7878014247664,729.9343768624907,779.8099936240799,727.3363828057801,715.1760412417051,737.1351030839836,767.4623165220609,742.8667634542874,765.2320979722659,761.71891788459
0,13,OPEN,0.21666666666666667,-0.03932657042903199,0.029996495109425057,0.010051371633612551,736.7998351814798,763.3076078473665,703.2515829093421,776.6511208492562,707.1795516014326,716.4995769150923,719.7164458239666,793.4135866254612,727.004970545051,710.8731650098322,713.2372448738848,764.0699237320747,743.0865000580254,759.0328058823264,750.6680268015251
0,14,OPEN,0.23333333333333334,-0.039199298214660956,0.029999803499058727,0.009906934739888698,710.6824692636151,726.9618778209834,697.1135639610204,800.8174255850311,708.9397458070624,711.4387912701808,734.9295310712764,810.405722108983,722.5801426342338,713.7321398426297,738.1256906806765,782.9835593815797,743.8420733923386,761.8744216965661,767.2100103438185
0,15,OPEN,0.25,-0.039061137558392175,0.029999028628420098,0.009761809868567051,715.9727555508068,740.7776010222487,710.4457867697699,765.7759963810482,719.4322341800561,719.7427721546376,718.8820946843258,775.8017782283888,739.0111941479386,727.5417875887084,736.2644284479561,769.2141470215158,754.2421976523997,764.3280440869013,752.2210542477725
0,16,OPEN,0.26666666666666666,-0.03891212683729735,0.029994170602976475,0.009616007097705352,714.7900374228738,743.566295750415,732.7156995042362,795.2585034895004,725.6724371453677,714.7760749577794,705.436281068229,793.2664799474676,736.9233011739585,722.2160634444261,717.2642753015294,774.9709677531056,758.2548475587647,753.2228933118424,754.7213865087015
0,17,OPEN,0.2833333333333333,-0.038752307442285305,0.029985230083951604,0.009469536552437428,714.2622668497058,745.0638297181122,708.8623045568947,778.4900717840884,719.2941978377338,723.9322721757518,731.2753155179948,755.688466007266,731.9273062773902,719.1797536242345,737.6700750681424,761.9774371243109,736.1434263518352,767.6071549931282,776.7101367248429
0,18,OPEN,0.3,-0.03858172376660481,0.029972208288235658,0.00932240840427006,696.2864807569792,753.1774418715316,708.4987641837014,778.9117110064595,711.2849865127632,719.0620853311684,729.5608417350528,787.181602836456,751.6189249765865,729.188748300287,739.1010019605671,783.1359281992017,758.100575764004,772.6070819239577,756.4709250478539
0,19,OPEN,0.31666666666666665,-0.03840042319351337,0.029955106988219612,0.009174632870376625,712.2905529647327,737.564923501547,721.6798557608788,767.7419182335993,729.6374750439793,720.5001364796756,728.2728667227365,788.8637403038915,752.5022704989551,724.7223763218965,718.9897326147391,765.0270512085417,741.9905722506729,759.1444017323244,774.5489189159682
0,20,OPEN,0.3333333333333333,-0.03820845608311552,0.02993392851155402,0.009026220212887601,718.0004329151176,737.5498574487623,701.6468427505263,779.8527753935107,709.6483701259914,715.6952442807614,719.6804905035757,792.9081707776459,740.3834236447316,694.5017343245291,737.753802461574,766.4169186698496,757.8495470303479,780.4892969724992,738.8042518151535
0,21,OPEN,0.35,-0.038005875758374254,0.029908675740832173,0.008877180738177889,705.7140605542296,750.4482249624833,695.9680724203909,794.2844449452831,725.4975377468093,730.8724869131612,710.8509591728454,789.492687316241,744.9805244823775,719.7434096118818,737.0541440982583,768.400015330341,745.0771915292272,762.8519133535837,757.9114092586774
0,22,OPEN,0.36666666666666664,-0.03779273849029941,0.02987935211319776,0.008727524796151109,715.4590334496755,754.5374042036527,701.1986555951462,778.2748641615523,736.6285270963924,714.9707647666015,708.33789561516,783.3781123348908,742.7396608273403,717.5288899661167,747.9997410756413,774.264522763189,762.1288448455216,769.8683651692281,782.7131655866618
0,23,OPEN,0.38333333333333336,-0.0375691034823172,0.02984596161987706,0.008577262779520875,709.5734779174802,724.5039388138847,727.8265600301017,774.9479601551798,722.8927760632331,735.5021539033324,700.537800377474,768.8385782755175,718.2830295512986,709.4732665102558,739.1065012314414,770.9384613656515,756.4733859699065,750.1995413170634,736.3356002168746
0,24,OPEN,0.4,-0.037335032853825216,0.02980850880563566,0.008426405123089066,712.1686306600444,739.8214013981665,716.3778741320964,786.5444907269607,723.1963859403895,730.0079779084857,718.852509529214,786.6556974725936,727.2490762937883,715.6185152721955,736.677896137841,773.9018676916979,749.7732324543753,769.5388727133083,756.7782466640472
0,25,OPEN,0.4166666666666667,-0.03709059162293742,0.029766998768159903,0.008274962303021193,710.4496731328593,752.8343521547905,691.8534127043888,766.5602311840004,706.9921176453745,699.0704858562441,709.7777513865115,788.8493894138563,731.4469682586614,719.3925302299286,745.6023101383794,778.9734442602007,753.0192648293596,777.8630590516811,760.3579011675421
0,26,OPEN,0.43333333333333335,-0.03683584768842396,0.02972143715736303,0.008122944836118905,703.251112567866,738.5951582125624,696.9786512892802,770.6436159274115,718.2338047390584,730.4424972485132,733.7680940997232,767.5332352628085,738.2240836050863,707.0091900189348,739.4571060559034,764.3857164306465,735.4015859181458,773.610170071672,753.3866274551137
0,27,OPEN,0.45,-0.03657087181085088,0.02967183017461616,0.007970363279089636,706.2860924224051,733.8416376216529,705.2411836480547,783.8038588716972,719.9215282104386,725.6932670775519,720.1796143273517,794.5616669718606,730.8679474138434,702.6460512420527,745.3823593369913,762.3817012165513,764.8565686223948,768.1609712878119,758.1252592811676
0,28,OPEN,0.4666666666666667,-0.03629573759292481,0.029618184571904266,0.007817228227813538,715.1128537466036,764.0492873358128,732.5538217054678,780.2187658160758,723.4158775529735,733.169048629391,708.1037854603898,784.6857541427615,734.0371804429486,720.5537115250856,726.3764471117773,749.8009080044341,732.9808098167081,753.153359026091,754.8498817338077
0,29,OPEN,0.48333333333333334,-0.036010521459048296,0.029560507650907102,0.0076635503166076245,708.693178939653,763.911473358845,722.8439501140033,769.9040433013317,725.2910561443123,718.335864691224,713.7167574076623,783.2083069107327,740.4875200922411,714.0220445716699,745.348650498615,754.2772006760997,753.7740348002437,790.3039374219455,761.6674320094537
0,30,OPEN,0.5,-0.03571530263409126,0.029498807262005433,0.007509340217487305,725.9572398722023,745.4543635162819,717.5917873682283,778.9571225208211,720.1098958081607,714.611823087473,720.8634093776388,772.8396785247213,740.9516612856214,728.2674994549692,738.3754492436437,762.8340956019669,758.250299969708,761.240469600523,768.7921058378525
0,31,OPEN,0.5166666666666667,-0.03541016312138461,0.029433091803212495,0.007354608639425266,693.3110339639894,741.1830880533633,691.8758964636903,764.574346162476,735.4525939179418,731.358496874444,709.3655934552154,766.33001585617,704.6505205440707,711.9796743311838,758.9142852937455,770.0454256521602,748.1149213161261,768.9780022509902,743.8270510532566
0,32,OPEN,0.5333333333333333,-0.035095187679942054,0.02936337021903094,0.007199366327607801,708.6518611791643,745.5339364647072,710.9230098967198,787.4330156816488,725.2604238821632,729.0899072358071,709.6766729657556,790.3332045006844,750.5851783987271,707.713134213996,725.8331786141258,779.054426300726,751.7972043096704,778.3654140766528,755.0112774642791
0,33,OPEN,0.55,-0.034770463800916473,0.029289651999235423,0.007043624062688615,726.1755505688477,745.8540199026044,714.3663046481572,795.1721346814471,718.196266845361,712.9954260954776,712.0747537077797,785.8783899230103,718.638218200682,723.7893384370213,729.322421995094,777.1747095448594,729.7680411276164,756.4615424049455,742.57195307086
0,34,OPEN,0.5666666666666667,-0.03443608168329742,0.02921194717758094,0.0068873926600401935,703.3628001425011,747.0158207456392,709.9917501604327,776.9911787752678,720.2221229060021,724.4405294609265,706.4750353686322,788.4235468255695,740.9224686263419,721.2650087870711,740.2754695987841,768.6607629456104,774.0613772039317,763.456258445462,756.3658023998553
0,35,OPEN,0.5833333333333334,-0.03409213420885637,0.029130266330437145,0.006730682969002707,704.0898190025669,734.2165350287714,699.3392985389196,770.6369813324388,721.107167803282,725.7495983397043,717.0718163735849,773.6996976422818,743.2976545626868,724.8087561335195,733.1136520970513,759.1674214908767,759.194923384919,766.2069360308482,744.9553619890505
0,36,OPEN,0.6,-0.03373871691634688,0.029044620575348793,0.006573505872130611,710.9452922462966,747.1595198552936,702.7870685500528,781.4233883931224,707.2657467672249,735.7685080548489,729.0398956386575,778.8298770735493,737.9303523008779,693.3154097525113,723.1466585686181,762.7587937360024,742.9893139623524,771.4711649822938,779.409599890681
0,37,OPEN,0.6166666666666667,-0.033375927974966635,0.028955021569522548,0.00641587228443691,699.8589476118476,736.1645276936979,714.1385000980296,795.6361159497442,709.5902284944037,724.8970082777965,734.7733842961943,764.8374589347862,721.4851168540288,713.1785633459017,729.5042510427173,773.8225958150603,756.1272413748294,746.5775795595658,764.5907386122091
0,38,OPEN,0.6333333333333333,-0.033003868157088806,0.02886148150824032,0.00625779315263518,705.8497059325841,757.2836339039621,705.5081410505611,773.1588016337257,727.225287727848,730.0359118780965,721.0413894274253,764.4990772427309,739.6761533217697,707.0715488937661,737.0628962871541,751.4592385835332,758.1738656520516,756.2612111129134,746.6102880805958
0,39,OPEN,0.65,-0.03262264081027052,0.02876401312319937,0.006099279454379377,718.7632961709646,746.9556069513173,705.6442484010014,794.0367429549586,717.4074474041053,722.7277237944365,719.2495302648492,775.1583910752928,739.0071718564865,712.0801059388629,730.5937519491093,779.3230093355572,743.3047836514967,740.1993968466923,775.5460045333199
0,40,OPEN,0.6666666666666666,-0.03223235182854569,0.028662629680779407,0.005940342197501511,737.1183743322107,740.4864690800565,692.4156360087285,776.4201147027886,718.951742121396,720.5074086445046,705.4265153688448,787.1506618413437,739.540882675348,702.470573212317,741.7021024882202,786.2234327569827,755.4302475009916,760.9539485353021,758.0166024391258
0,41,OPEN,0.6833333333333333,-0.03183310962301081,0.02855734498023691,0.005780992419247216,717.7776624758262,727.2324456794776,713.4279234447033,775.6203149701199,740.2922217493632,720.6649197166776,733.2392718992585,770.3176434387589,740.168400590515,720.6086320484224,726.0196626926236,767.4705440838932,765.835832544937,761.0892831131212,742.5170080915034
0,42,OPEN,0.7,-0.0314250250917114,0.02844817335182691,0.005621241185509274,711.4494665413662,735.5149307866246,708.3606070282915,778.7090767678968,704.7574494596475,706.2500636615204,721.3810641433186,776.1278634548821,708.6483655042815,725.2630697765915,737.4338327240138,758.5578346971589,740.5423420660386,772.6852791191305,762.9301408088053
0,43,OPEN,0.7166666666666667,-0.031008211588837736,0.02833512965485251,0.0054610995900591566,735.4511176329813,748.7410477217992,715.6610478275504,777.8556751636623,729.9817302918107,728.6574990672087,729.0776458737153,776.1418212302061,729.9417341930475,712.6235977013903,742.6181523830613,780.6803273404911,749.1222392451281,760.0794628780562,762.577406821899
0,44,OPEN,0.7333333333333333,-0.030582784893238294,0.028218229275642385,0.005300578753776645,709.1674798060116,754.0596982659487,689.2662435087399,771.2579039955791,713.9898082801883,699.2030869308658,706.9240113443752,772.2034892581197,732.2847623772989,728.5442883271128,732.2595286593644,755.3884457348122,753.1410987644857,774.8189363704007,749.677046422052
0,45,OPEN,0.75,-0.0301488631762597,0.028097488125456555,0.005139689823877521,702.5193459669262,750.124651327292,709.5686552576223,785.9998013718428,721.6775037018498,729.4232835356229,706.2096146476568,781.2342039086963,732.1889087788555,705.2557201694688,719.0753556925845,772.5540732902704,750.2011203544413,754.1043973395139,758.4748452139677
0,46,OPEN,0.7666666666666667,-0.02970656696892211,0.027972922638320734,0.004978443973139484,722.9052833796336,721.7317832808305,696.817629515897,770.2960900457954,736.425760287006,725.2325168839201,724.2335681926755,769.9534412253166,723.1004501697819,721.8927665777372,735.2928784806259,771.183971126165,751.8339342673365,767.1086374205335,761.017825432252
0,47,OPEN,0.7833333333333333,-0.029256019128439163,0.027844549768789462,0.0048168523991262546,719.4027686969898,752.6092445539945,695.5852964710126,757.0522689113394,731.8314255963178,734.2838979873466,706.3541655929299,762.7566963511226,735.2861571325592,726.7230116740154,752.6860803956146,770.8595586585383,749.9934772107641,755.3958939401385,759.5511474999075
0,48,OPEN,0.8,-0.028797344804091764,0.027712386989638474,0.004654926323409972,708.6324477672881,734.3884826772617,732.2715729235632,797.3766384854694,733.174458455357,713.1981430766359,725.110589031036,787.751314511558,738.7212651645277,729.9112820809479,741.0638465998842,773.0967253005671,760.0797070103431,767.7351142360083,741.6005232860591
0,49,OPEN,0.8166666666666667,-0.02833067140246518,0.02757645228948643,0.004492676990791942,712.4613055802462,738.9772421460585,698.9856068385301,796.3431206577562,739.1039250286598,735.9988530576833,719.112529956622,794.8613016261055,734.4163407285054,719.4426021794878,723.7754214666516,769.6664959825122,754.3145034608652,751.3006789876425,758.924663465035
0,50,OPEN,0.8333333333333334,-0.027856128552059167,0.027436764170346555,0.004330115668521719,710.8277991675725,762.5147734009962,720.7261497000644,779.6394088556627,724.3018447178135,722.8487708357692,714.5312559401078,770.530778442696,732.7852901464179,709.953646843985,722.20697978204,770.8088010829991,757.6232907759534,746.4601250423063,758.2097882082497
0,51,OPEN,0.85,-0.02737384806728086,0.0272933416451083,0.004167253645514689,721.5821086651399,755.131399123513,722.0423848437827,779.9140865337627,713.3635183401112,711.5696587811466,720.0064448355669,785.1478507602305,747.1691200385378,728.4144259139309,733.3878486059597,753.254524148915,750.519578206512,766.4995121040924,757.4158021293069
0,52,OPEN,0.8666666666666667,-0.02688396391183054,0.0271462042349495,0.004004102231568108,705.846153725364,747.0680098842488,706.7444390008242,773.2442936274942,724.9284999628371,718.3867212534351,719.0014396778467,784.0870906451001,722.9015189115714,712.602218171856,749.0879045704361,754.0757878101809,732.5440996869157,745.7087486235621,759.7277340489677
0,53,OPEN,0.8833333333333333,-0.0263866121614903,0.026995371966679393,0.0038406727565757125,711.9342675864676,743.3630531802986,723.9259147042153,752.7966101337187,725.7733103641109,738.0210290727629,705.2825881391461,777.5569852986799,726.7668897502009,708.4711689497348,731.447515121041,779.9714357743688,772.0845109314962,760.9678079055857,778.4872367238457
0,54,OPEN,0.9,-0.025881930966326214,0.026840865370012734,0.00367697656974092,711.9808595759869,762.0760720015606,710.8510299183954,780.8355327252094,725.4687163462311,754.1951838484025,725.0732515365112,774.2824051170643,743.9857876252457,713.7963040396667,729.8126333422593,774.7825965364449,754.0215000543326,767.1129593011052,759.5764868018539
0,55,OPEN,0.9166666666666666,-0.02537006051231405,0.02668270547477555,0.003513025038788698,714.990926072195,748.7888207089113,692.4143470878762,786.1906811508434,711.9937774214997,707.983655699133,715.9762833494765,782.1948604497235,727.3607472767643,725.7249479871898,721.2883835075623,761.6271454497981,747.861902827291,763.8613274525937,762.2252774296734
0,56,OPEN,0.9333333333333333,-0.024851142982399703,0.026520913808042716,0.0033488295491761405,701.5461653099052,751.7819885091121,712.4140400982773,760.6054919316289,702.2280572158325,722.283454125434,714.3507226101997,780.3208492808326,734.015984357185,719.670227805612,744.1866312697545,754.5855339283482,741.990928247613,753.3939615771134,762.3258012548881
0,57,OPEN,0.95,-0.024325322517004866,0.026355512391207994,0.003184401503301818,724.074568592605,740.2257673521547,686.7670179733337,762.4850258386442,713.4836043918426,716.829358179775,712.476509515516,781.7408616463881,731.1783456142626,727.9080255159441,727.9499621144578,757.0734033427683,758.4993995618256,748.970779456726,763.333551636401
0,58,OPEN,0.9666666666666667,-0.023792745173988897,0.02618652373698665,0.0030197523197139425,712.6506266434033,743.0647368353681,727.6667774864229,773.3028800118009,742.4169533250436,720.1523325624462,703.790231338361,782.0542462265272,723.5333569192994,709.8970709323751,738.6804681714264,771.252403824025,747.4889671740784,774.2012516064511,771.0117121634123
0,59,OPEN,0.9833333333333333,-0.02325355888807818,0.02601397084635128,0.002854893432317437,725.9881123717736,749.833295805807,725.4183035357873,760.7169701850074,718.6349061335181,713.736594491493,717.7526543993372,775.6405582246116,732.6342305029898,736.2363782125506,733.0129372070676,769.8345061094259,751.3879508773787,765.0843330355555,759.4968013875617
0,60,OPEN,1.0,-0.02270791342977407,0.02583787720540117,0.002689836289579891,716.1083354658722,756.1922370900215,728.2579563909636,782.6211552838397,727.7094404801587,710.8980019628715,715.6816283639071,790.7579450654148,742.9554953066587,719.5307267384605,743.574074766951,770.604250027462,765.7137067592142,767.2207917255582,755.8796514274907
0,61,OPEN,1.0166666666666666,-0.022155960363750928,0.02565826678216558,0.0025245923537365513,714.9835073754708,715.233217976022,715.6128737787808,743.0408262126002,704.5793375457486,726.924333064137,721.3356891607312,769.7307626151796,727.1747885036978,731.1200392966514,729.8698338555447,788.1257860615536,753.6914456448576,768.4075619247998,775.6053785681871
0,62,OPEN,1.0333333333333334,-0.02159785300675583,0.02547516402334149,0.002359173099994328,712.9353659680748,734.5157219276418,710.6867418979874,779.1688471028472,708.1665550977871,719.848326341319,709.1384748480889,790.5986279884532,734.6419276643397,714.5866719190344,733.6483158650457,767.9278031215854,759.8787861735188,754.3300778692933,749.0207582569883
0,63,OPEN,1.05,-0.021033746385021545,0.025288593850966174,0.002193590015734928,722.6718869601659,740.4157930125025,697.6155954889616,783.9630815585791,726.4476696801296,707.0994944821601,718.8552129426993,788.7108813408627,738.0396734395498,723.7344442481241,720.6674441903639,769.0069844874857,750.6844465819165,759.4992985687408,768.1421906773983
0,64,OPEN,1.0666666666666667,-0.020463797191204686,0.025098581659025055,0.0020278545997170993,726.4178399128829,762.4828622805534,724.9320951299893,778.4276126484461,725.3411732500662,730.0748757725696,717.7721752810579,782.6626922956943,742.533340241249,716.8218029502508,727.4172658075348,761.5518522791651,760.0497479539584,764.3571330679868,762.8387343518843
0,65,OPEN,1.0833333333333333,-0.019888163740860994,0.024905153309995362,0.001861978361278126,718.3258872281625,740.7907471055737,719.3464980512284,783.313380499332,709.4658407506879,736.8296949665896,711.5529483504941,764.804096984727,723.8453718266242,707.2041778037269,735.2318683578468,762.9580778820614,750.3423245002151,770.5242198108119,762.8353881951281
0,66,OPEN,1.1,-0.01930700592846979,0.024708335131325955,0.0016959728195345722,714.7855735125835,748.6374463078367,717.9453630949527,758.4454210469736,718.1695890971581,700.6045464098324,716.9209950560412,781.3087206943355,744.751131670384,729.2909733377213,736.737885653795,760.6929721635548,758.5622553020784,759.048023782744,759.4227080687675
0,67,OPEN,1.1166666666666667,-0.018720485183019987,0.024508153911854,0.0015298495025823447,721.4864579757483,738.9614482746556,719.8408028073553,786.298968151671,712.2660534484945,732.1455883369011,723.5460592417783,782.3743092903055,726.6725743422106,708.8225692247544,729.3335094022412,771.1225275704434,744.154392502607,768.7023226421859,747.0190792944171
0,68,OPEN,1.1333333333333333,-0.018128764423169432,0.024304636898158618,0.0013636199466961374,709.5844089617522,745.6356392802899,736.2353178655195,765.7517979095444,736.534117284704,723.9050711945999,720.6721149682229,782.538529550461,738.7430771044395,715.8777783668899,749.250636985846,761.1318714952765,765.0329898984135,757.883528953857,758.8341161191881
0,69,OPEN,1.15,-0.01753200801199124,0.02409781179085249,0.0011972956955283057,700.9054692832384,749.0893989380249,726.2352759841956,778.7513926665395,719.8451146327636,711.2604774240478,714.2674692525402,765.4271078193636,725.1670290552988,719.6824898716014,747.9002671486854,793.7886915498189,747.8447933259121,778.6802017224416,761.8741593872174
0,70,OPEN,1.1666666666666667,-0.016930381711317923,0.023887706740811476,0.0010308882993072272,710.1126183386768,748.8651062518113,712.4031812517298,780.6289117208702,717.730639991536,708.4255504567386,701.1241437628424,787.8874992493912,731.52880802163,711.4537404139484,734.7951914385029,773.64590546668,755.514283606885,757.7666507895775,771.6995641396904
0,71,OPEN,1.1833333333333333,-0.016324052635697976,0.023674350345343008,0.0008644093140352093,727.416949835957,749.4847282877784,721.5206515283712,791.9445544328861,733.1149647838479,728.5476388258534,722.543866258812,786.551656150044,723.3224321770167,724.421860979106,721.1519954600059,757.7505883862732,766.7462948547019,772.7294017829291,774.3106174800596
0,72,OPEN,1.2,-0.01571318920597592,0.02345777164429375,0.0006978703006859913,708.9083509692678,733.0166733217822,709.3796444442269,780.5452674371537,722.6038587832028,733.7434518422941,712.9476915380288,784.8753951346082,724.4095374281411,721.9178021909482,734.7412206731278,758.1984495546786,751.3523505548725,762.4854426908349,756.7350832898301
0,73,OPEN,1.2166666666666666,-0.01509796110250994,0.023238000116096988,0.0005312828244019057,729.3385072288174,743.554701711471,709.3450553131569,758.5504448886466,712.8718981000079,719.7759128101636,709.7018690262968,795.1721263503568,732.6464311685249,730.2990719036926,735.327181511775,766.0688613017395,752.822679699496,764.3651626722018,776.6245846136995
0,74,OPEN,1.2333333333333334,-0.014478539218039545,0.023015065673760306,0.00036465845369074244,688.4289875386285,724.523704290163,706.3523081043692,779.6702332841237,728.7150158674428,727.1375190350019,712.7179366592576,791.5454873489965,744.5977629540145,719.2552077232258,744.3367108961398,768.423035571845,748.0958139087923,771.3053685459872,760.5427658089877
0,75,OPEN,1.25,-0.013855095610216434,0.022788998660794188,0.00019800875962240266,711.6384932736855,759.2686974564456,687.2752951295295,765.3481127631524,709.943267356059,718.7740405790391,714.014314090403,766.2817939388484,724.4442285993789,708.8062126252744,759.2843760920304,783.7140024149952,749.5931499997745,760.6913672529191,747.944594611318
0,76,OPEN,1.2666666666666666,-0.013227803453811832,0.02255982984708194,3.134531502533095e-05,692.543790673888,743.3703598704645,701.80549658249,778.676449148128,705.8119131293679,714.7869024716246,718.0466667410916,785.0171463944183,738.4705285099072,704.2097395689398,743.2569924726271,757.6944659715052,760.039223322694,764.2208133898052,745.6727595924215
0,77,OPEN,1.2833333333333334,-0.012596836992613478,0.02232759042469163,-0.00013532030631713615,708.4631177603287,748.1927991551875,717.9136702196763,778.1150754903039,737.1317605258132,732.4817547645928,713.9938546240658,788.8562685379484,753.633743774369,737.0194754183403,722.4301363630465,756.4312518259522,768.5598320439595,753.7443896476108,746.2112232502842
0,78,OPEN,1.3,-0.01196237149102572,0.02209231200363054,-0.0003019765304704866,706.7631534991501,748.7414288292956,710.7600493488194,773.0193182606921,715.0718470025577,715.2832764106,707.7652995014738,804.1713791893395,737.2709196343427,726.2822199545575,729.8193604900822,763.8370161656633,746.5751043629175,737.8101168067951,745.6565418147223
0,79,OPEN,1.3166666666666667,-0.011324583185386056,0.021854026607542747,-0.00046861178415280065,693.5189080063367,722.0413239550337,699.8304266719492,792.7745112585643,721.3696099427592,735.3122846779389,720.6702215570721,789.1806386737305,725.2868389694414,722.6541389524368,741.9972775120149,759.9301100151869,759.3060478827827,769.9890777417355,753.9411083719002
0,80,NEUTRAL,1.3333333333333333,-0.010683649235011763,0.0216127666693504,-0.0006352144955384282,1124.8767515558206,1137.4101120538319,1143.6807044124998,1216.621354483592,1105.208496042012,1123.5304617171123,1144.145020076007,1202.8881914557812,1169.5676331083991,1137.6446919971588,1157.6243710741896,1213.9659864837097,1169.3715303852139,1211.3463740229615,1186.9888881748168
0,81,NEUTRAL,1.35,-0.010039747672990046,0.021368565026839276,-0.0008017730950615878,1131.9829420939611,1131.1744267750653,1141.1000038911218,1197.757423442643,1122.806746705019,1138.4325348752436,1130.4705398216554,1199.725991734321,1146.7949166870944,1118.5900363738106,1175.3822324404086,1196.7447417698954,1192.0777758500813,1196.0753211113881,1196.3023852390509
0,82,NEUTRAL,1.3666666666666667,-0.009393057356725734,0.021121454918189276,-0.0009682760162198043,1137.0785700081085,1157.209175470257,1138.3440724199859,1212.8556674201832,1111.9787655536018,1114.9040371553933,1145.0604650604398,1203.208774364912,1159.9843788562298,1140.2445402143549,1182.130733414118,1193.380677489838,1178.411818615113,1194.6616390058352,1186.5425750754516
